order_value_gbp,number_of_items,country_0,city_0,type_of_food_2,time_of_day,prep_time_seconds,0
18.85,3.0,1,0,4,2,931.0,844.9854
17.55,2.0,1,0,4,3,1402.0,828.37054
16.77,4.0,1,0,4,3,1144.0,851.03674
17.13,3.0,1,0,4,3,1964.0,851.03674
15.35,3.0,1,0,4,2,705.0,806.5661
20.7,3.0,1,0,4,3,518.0,896.19946
20.9,2.0,1,0,4,3,997.0,840.2618
28.15,5.0,1,0,4,0,1370.0,902.84863
15.95,3.0,1,0,4,3,549.0,847.77954
28.0,3.0,1,0,4,3,689.0,907.8685
21.9,2.0,1,0,4,3,961.0,841.398
18.5,3.0,1,0,4,0,1151.0,853.0665
16.75,3.0,1,0,4,0,755.0,831.31775
21.4,2.0,1,0,4,0,1390.0,835.4477
32.85,3.0,1,0,4,2,596.0,927.63995
26.8,3.0,1,0,4,2,2485.0,901.9454
16.45,2.0,1,0,4,0,820.0,828.919
19.25,3.0,1,0,4,2,491.0,845.2403
21.9,2.0,1,0,4,3,1411.0,841.398
20.9,2.0,1,0,4,0,595.0,852.6574
20.85,3.0,1,0,4,2,1395.0,888.34686
15.85,2.0,1,0,4,0,438.0,821.5555
23.9,3.0,1,0,4,3,535.0,921.93335
17.85,3.0,1,0,4,2,806.0,839.5158
15.4,3.0,1,0,4,3,950.0,820.83887
33.85,3.0,1,0,4,3,1436.0,941.78467
54.85,5.0,1,0,4,2,1134.0,1096.8585
17.0,2.0,1,0,4,2,556.0,811.31537
21.0,2.0,1,0,4,2,1688.0,824.0794
21.4,3.0,1,0,4,2,1345.0,896.38055
16.95,3.0,1,0,4,2,1252.0,842.6304
34.95,2.0,1,0,4,3,974.0,934.54224
16.95,3.0,1,0,4,3,1269.0,851.03674
21.4,5.0,1,0,4,2,820.0,945.38574
16.45,2.0,1,0,4,2,867.0,815.1447
15.5,2.0,1,0,4,2,1162.0,815.2692
18.4,3.0,1,0,4,0,593.0,807.64484
21.4,3.0,1,0,4,3,1630.0,903.7884
21.0,2.0,1,0,4,3,884.0,839.81726
37.9,3.0,1,0,4,0,997.0,926.3084
25.45,2.0,1,0,4,0,1964.0,857.61084
23.95,3.0,1,0,4,2,908.0,902.9189
21.4,3.0,1,0,4,2,1702.0,896.38055
27.95,3.0,1,0,4,0,737.0,894.64355
16.45,2.0,1,0,4,2,394.0,815.1447
31.5,2.0,1,0,4,2,1283.0,921.7011
31.95,3.0,1,0,4,2,1777.0,933.0091
27.5,2.0,1,0,4,2,2003.0,883.17194
17.5,3.0,1,0,4,2,1280.0,839.5158
23.0,2.0,1,0,4,0,820.0,840.6731
21.4,3.0,1,0,4,2,1131.0,896.38055
38.4,3.0,1,0,4,2,1870.0,1006.1952
15.0,2.0,1,0,4,0,576.0,791.8647
49.9,7.0,1,0,4,3,708.0,1049.4069
18.45,2.0,1,0,4,2,1046.0,810.6084
28.0,3.0,1,0,4,2,689.0,910.7356
23.0,2.0,1,0,4,2,1202.0,831.553
19.0,2.0,1,0,4,2,691.0,810.6084
24.0,2.0,1,0,4,3,677.0,898.7457
36.45,4.0,1,0,4,0,1035.0,940.903
25.4,3.0,1,0,4,0,1255.0,890.0051
15.0,2.0,1,0,4,2,619.0,762.5368
17.4,3.0,1,0,4,2,1098.0,839.5158
31.9,4.0,1,0,4,0,600.0,925.1207
32.3,4.0,1,0,4,0,1002.0,925.1207
18.9,2.0,1,0,4,2,2162.0,810.6084
36.45,4.0,1,0,4,2,2316.0,1013.8784
17.45,2.0,1,0,4,3,616.0,828.37054
42.5,3.0,1,0,4,3,820.0,987.5628
15.0,2.0,1,0,4,2,427.0,762.5368
46.9,7.0,1,0,4,3,757.0,1047.138
23.4,3.0,1,0,4,0,1066.0,889.21765
22.45,2.0,1,0,4,2,2286.0,831.30005
19.0,2.0,1,0,4,2,1303.0,810.6084
33.5,3.0,1,0,4,2,431.0,942.0413
21.4,3.0,1,0,2,2,820.0,950.7952
29.8,7.0,1,0,2,2,1761.0,1029.7378
16.0,6.0,1,0,2,0,1368.0,870.4433
23.35,3.0,1,0,2,3,2115.0,957.07874
35.83,3.0,1,0,2,3,756.0,1030.2515
17.1,5.0,1,0,2,3,1215.0,904.8373
15.1,6.0,1,0,2,3,1657.0,1047.898
24.45,6.0,1,0,2,3,990.0,968.5866
15.75,3.0,1,0,2,3,1359.0,879.6747
18.25,3.0,1,0,2,0,730.0,857.87933
15.25,3.0,1,0,2,3,714.0,885.9128
16.7,6.0,1,0,2,3,1274.0,910.8691
24.45,3.0,1,0,2,3,995.0,965.69666
21.9,3.0,1,0,2,3,893.0,945.4264
28.75,3.0,1,0,2,0,1463.0,987.91266
21.4,7.0,1,0,2,2,1558.0,1089.8861
21.4,7.0,1,0,2,2,1405.0,1089.8861
33.7,3.0,1,0,2,0,2022.0,1029.9525
27.99,8.0,1,0,2,0,1922.0,1025.7207
21.4,5.0,1,0,2,0,1863.0,1013.45056
19.95,4.0,1,0,2,0,1749.0,921.26544
21.5,3.0,1,0,2,0,1747.0,966.2195
16.4,7.0,1,0,2,0,762.0,1025.6292
24.45,8.0,1,0,2,0,681.0,991.5625
21.35,3.0,1,0,2,2,1037.0,950.7952
16.45,8.0,1,0,2,2,468.0,1005.5258
26.5,3.0,1,0,2,2,1027.0,965.32697
21.4,5.0,1,0,2,3,2347.0,1003.3025
18.4,3.0,1,0,2,3,549.0,893.03107
21.4,5.0,1,0,2,3,554.0,1003.3025
31.85,3.0,1,0,2,3,1254.0,1014.0362
15.85,8.0,1,0,2,0,745.0,1107.2583
23.0,3.0,1,0,2,2,1003.0,950.3996
21.05,8.0,1,0,2,3,272.0,1021.9662
43.95,4.0,1,0,2,0,916.0,1080.038
15.35,7.0,1,0,2,0,1449.0,1005.3472
15.45,3.0,1,0,2,3,574.0,884.2743
20.0,2.0,1,0,4,2,285.0,811.44574
18.0,3.0,1,0,4,0,353.0,837.5885
20.0,2.0,1,0,4,0,443.0,831.4205
18.0,3.0,1,0,4,2,820.0,844.9854
15.4,3.0,1,0,4,2,659.0,806.5661
20.0,2.0,1,0,4,3,269.0,827.3725
18.0,3.0,1,0,4,2,1581.0,844.9854
18.0,3.0,1,0,4,3,424.0,852.838
21.4,3.0,1,0,4,3,351.0,903.7884
21.5,3.0,1,0,4,2,500.0,889.24445
21.4,3.0,1,0,4,2,820.0,896.38055
18.0,3.0,1,0,4,0,325.0,837.5885
17.8,3.0,1,0,4,3,364.0,847.3684
18.0,3.0,1,0,4,0,284.0,837.5885
23.0,3.0,1,0,4,2,820.0,895.79816
38.0,3.0,1,0,4,2,820.0,908.39
20.0,2.0,1,0,4,2,491.0,811.44574
20.0,2.0,1,0,4,2,593.0,811.44574
22.1,5.0,1,0,6,2,1370.0,940.13666
16.65,3.0,1,0,6,3,764.0,850.33276
17.4,4.0,1,0,6,2,1164.0,848.89465
17.15,3.0,1,0,6,2,1905.0,856.1807
17.0,4.0,1,0,6,2,820.0,844.0979
26.2,4.0,1,0,6,0,2209.0,964.19604
17.6,3.0,1,0,6,2,1228.0,848.89465
18.7,3.0,1,0,6,2,989.0,858.2151
21.4,7.0,1,0,6,3,1479.0,1265.7815
26.05,4.0,1,0,6,2,570.0,937.48175
20.3,3.0,1,0,6,0,953.0,951.4875
15.9,3.0,1,0,6,2,2152.0,843.10864
49.3,7.0,1,0,6,3,1177.0,1142.9902
15.25,3.0,1,0,3,2,549.0,825.8248
21.4,3.0,1,0,3,0,432.0,883.7358
15.73,3.0,1,0,3,2,342.0,834.90607
24.35,5.0,1,0,3,2,849.0,901.66846
36.29,6.0,1,0,3,3,542.0,965.2865
15.58,4.0,1,0,3,3,442.0,852.5613
21.4,3.0,1,0,3,0,523.0,883.7358
35.96,7.0,1,0,3,3,628.0,997.06036
27.23,5.0,1,0,3,0,653.0,888.5059
27.46,5.0,1,0,3,0,387.0,888.5059
19.33,4.0,1,0,3,2,493.0,834.70905
18.35,4.0,1,0,3,2,377.0,834.45416
27.85,5.0,1,0,3,0,762.0,894.64154
22.18,4.0,1,0,3,0,453.0,877.28516
24.53,4.0,1,0,3,0,629.0,882.9895
21.4,3.0,1,0,3,2,839.0,885.8493
33.17,5.0,1,0,3,0,493.0,940.00806
21.43,3.0,1,0,3,2,473.0,883.31415
16.39,3.0,1,0,3,2,820.0,837.29285
16.7,3.0,1,0,3,3,806.0,856.02435
22.0,4.0,1,0,3,0,525.0,877.28516
20.04,4.0,1,0,3,0,363.0,839.2054
26.09,5.0,1,0,3,0,659.0,890.0031
18.14,3.0,1,0,3,3,586.0,854.2927
21.74,4.0,1,0,3,0,478.0,877.28516
21.4,3.0,1,0,3,0,804.0,883.7358
28.19,6.0,1,0,3,2,1087.0,908.4716
31.99,6.0,1,0,3,2,679.0,943.3953
23.54,5.0,1,0,3,2,580.0,897.6035
18.39,3.0,1,0,3,0,585.0,800.6292
21.42,5.0,1,0,3,0,448.0,922.72314
19.5,4.0,1,0,3,2,434.0,834.70905
17.14,3.0,1,0,3,0,312.0,818.95526
17.39,2.0,1,0,3,0,563.0,815.77234
15.6,3.0,1,0,3,2,689.0,833.3899
21.99,5.0,1,0,3,2,852.0,897.6035
20.38,3.0,1,0,3,0,1972.0,873.0229
16.44,3.0,1,0,3,0,792.0,827.4214
24.84,5.0,1,0,3,2,865.0,901.66846
21.79,3.0,1,0,3,2,848.0,879.62994
38.19,5.0,1,0,3,2,363.0,854.8609
18.24,3.0,1,0,3,3,726.0,854.2927
18.19,3.0,1,0,3,0,543.0,830.5729
18.15,2.0,1,0,3,2,639.0,800.07715
15.19,4.0,1,0,3,2,548.0,825.8248
20.82,5.0,1,0,3,3,584.0,910.76886
20.19,4.0,1,0,3,0,384.0,873.0229
20.53,4.0,1,0,3,0,416.0,888.91235
17.15,4.0,1,0,3,0,360.0,817.6042
33.15,5.0,1,0,3,2,868.0,946.18494
25.03,4.0,1,0,3,3,790.0,902.3191
21.6,3.0,1,0,3,3,928.0,898.1071
19.53,4.0,1,0,3,3,544.0,854.5476
20.7,4.0,1,0,3,0,1121.0,879.2828
16.09,3.0,1,0,3,0,681.0,810.52576
33.04,6.0,1,0,3,0,478.0,935.7915
18.84,4.0,1,0,3,0,447.0,839.783
21.4,4.0,1,0,3,2,341.0,885.8493
34.65,6.0,1,0,3,2,543.0,944.9736
16.68,4.0,1,0,3,3,377.0,856.02435
24.99,6.0,1,0,3,0,495.0,880.82
29.79,5.0,1,0,3,0,727.0,901.55414
26.23,6.0,1,0,3,0,327.0,880.82
15.85,4.0,1,0,3,2,517.0,834.90607
16.99,3.0,1,0,3,3,609.0,856.02435
41.23,3.0,1,0,3,0,1388.0,1051.1011
19.24,4.0,1,0,3,2,980.0,834.70905
16.09,3.0,1,0,3,0,643.0,810.52576
18.73,2.0,1,0,3,0,583.0,824.9825
18.24,3.0,1,0,3,2,483.0,834.45416
18.74,4.0,1,0,3,3,589.0,854.2927
15.15,4.0,1,0,3,2,796.0,976.90204
17.68,3.0,1,0,3,2,655.0,828.98456
23.39,5.0,1,0,3,2,329.0,897.6035
18.5,5.0,1,0,3,3,511.0,862.30133
15.0,3.0,1,0,3,0,483.0,813.051
22.4,4.0,1,0,3,0,312.0,877.28516
18.2,4.0,1,0,3,2,747.0,834.45416
17.89,4.0,1,0,3,0,417.0,810.40295
16.9,3.0,1,0,3,0,1007.0,827.835
15.0,3.0,1,0,3,0,476.0,813.051
21.54,4.0,1,0,3,0,379.0,878.4375
37.59,8.0,1,0,3,2,813.0,972.9863
18.29,4.0,1,0,3,2,651.0,834.45416
21.4,3.0,1,0,3,0,1410.0,883.7358
34.32,6.0,1,0,3,2,1055.0,942.5468
17.73,4.0,1,0,3,2,559.0,828.98456
22.42,4.0,1,0,3,3,447.0,899.02386
21.4,3.0,1,0,3,0,1201.0,883.7358
21.4,3.0,1,0,3,0,1057.0,883.7358
21.74,4.0,1,0,3,0,1105.0,877.28516
21.4,3.0,1,0,3,0,563.0,883.7358
29.82,6.0,1,0,3,2,891.0,920.1961
20.4,4.0,1,0,3,2,453.0,872.5585
15.15,4.0,1,0,3,0,555.0,1010.37744
18.75,3.0,1,0,3,2,710.0,834.45416
19.33,4.0,1,0,3,0,910.0,842.37866
21.4,3.0,1,0,3,0,373.0,883.7358
17.84,4.0,1,0,3,0,483.0,810.40295
17.0,3.0,1,0,3,2,1071.0,831.38904
27.85,5.0,1,0,6,2,1452.0,992.76544
18.0,3.0,1,0,6,2,631.0,858.2151
15.25,3.0,1,0,6,3,1189.0,869.8183
27.7,6.0,1,0,6,2,1195.0,1022.01373
22.85,4.0,1,0,6,0,1153.0,959.06323
21.4,3.0,1,0,6,2,294.0,962.3263
17.95,3.0,1,0,6,2,1652.0,858.2151
17.75,3.0,1,0,6,0,1208.0,849.9028
25.0,3.0,1,0,6,0,820.0,964.19604
39.6,7.0,1,0,6,0,1241.0,1023.8649
29.6,6.0,1,0,6,0,1227.0,1053.0598
28.65,3.0,1,0,6,0,1201.0,996.73193
45.8,8.0,1,0,6,2,1618.0,1177.2932
40.55,3.0,1,0,6,2,1229.0,1069.5767
41.9,6.0,1,0,6,0,1164.0,1098.5142
15.45,5.0,1,0,6,2,1068.0,855.5038
25.6,5.0,1,0,6,2,1153.0,957.1074
34.1,4.0,1,0,5,2,379.0,962.1468
25.0,3.0,1,0,5,0,2421.0,963.143
20.1,4.0,1,0,5,0,1209.0,949.4595
22.2,4.0,1,0,5,2,735.0,907.504
45.4,4.0,1,0,5,0,1082.0,1009.8511
21.4,7.0,1,0,5,0,2382.0,1243.1188
30.2,2.0,1,0,5,2,2342.0,1116.0414
52.65,3.0,1,0,5,0,916.0,1023.38934
21.4,3.0,1,0,5,3,820.0,963.8551
30.6,3.0,1,0,5,0,642.0,988.0899
21.6,4.0,1,0,5,2,699.0,903.34894
16.8,4.0,1,0,5,3,557.0,849.9171
33.65,4.0,1,0,5,3,2536.0,973.861
38.8,7.0,1,0,5,0,1847.0,1061.7227
25.0,3.0,1,0,5,2,2285.0,935.4009
29.8,6.0,1,0,5,2,1470.0,1003.6844
21.4,3.0,1,0,5,3,2194.0,963.8551
34.6,6.0,1,0,5,2,1296.0,980.1991
18.6,4.0,1,0,5,2,339.0,854.7633
15.7,3.0,1,0,5,2,457.0,837.92004
26.4,5.0,1,0,5,2,690.0,946.8913
26.5,2.0,1,0,5,2,2193.0,910.67725
20.4,3.0,1,0,5,2,645.0,911.7684
53.05,3.0,1,0,5,2,922.0,1036.6217
25.6,5.0,1,0,5,2,782.0,946.8913
25.0,3.0,1,0,5,2,1878.0,935.4009
17.25,3.0,1,0,5,0,817.0,848.29456
34.1,4.0,1,0,5,2,751.0,962.1468
39.55,6.0,1,0,5,2,888.0,974.2013
34.6,6.0,1,0,5,2,1555.0,980.1991
15.3,3.0,1,0,5,2,586.0,860.0824
21.4,3.0,1,0,5,3,2117.0,963.8551
15.3,2.0,1,0,5,0,665.0,842.5025
20.1,4.0,1,0,5,0,609.0,949.4595
16.9,4.0,1,0,5,2,870.0,845.3089
35.1,3.0,1,0,5,0,2031.0,996.5968
29.8,5.0,1,0,5,2,1355.0,978.4578
52.9,7.0,1,0,5,2,2360.0,1509.5028
44.4,3.0,1,0,5,2,2780.0,1012.84674
28.5,3.0,1,0,0,2,820.0,934.1874
18.2,3.0,1,0,0,3,1648.0,857.4166
23.7,3.0,1,0,0,3,2784.0,930.4459
17.5,3.0,1,0,0,0,1166.0,837.27203
38.5,4.0,1,0,0,2,1163.0,1054.3383
36.0,3.0,1,0,0,2,1006.0,994.5069
41.0,4.0,1,0,0,2,774.0,1011.276
21.4,8.0,1,0,0,3,1342.0,1027.322
16.5,2.0,1,0,0,3,1671.0,832.26013
27.5,3.0,1,0,0,3,2293.0,947.72125
27.6,5.0,1,0,0,1,2851.0,1327.5431
23.0,2.0,1,0,0,3,1187.0,853.10004
19.0,2.0,1,0,0,0,1121.0,855.2992
29.0,3.0,1,0,0,2,850.0,930.08606
16.0,2.0,1,0,0,2,412.0,820.8951
21.5,3.0,1,0,0,3,701.0,903.2312
27.7,3.0,1,0,0,3,478.0,948.37933
25.0,2.0,1,0,0,2,271.0,890.13947
43.5,4.0,1,0,0,2,1690.0,1053.6251
45.7,7.0,1,0,0,0,2980.0,1227.8799
17.0,2.0,1,0,0,0,822.0,842.39
34.0,3.0,1,0,0,0,1364.0,991.02905
16.5,2.0,1,0,0,0,287.0,843.4777
28.0,3.0,1,0,0,2,1021.0,944.0356
18.65,4.0,1,0,6,2,1796.0,858.2151
28.85,3.0,1,0,6,2,2768.0,974.83136
16.8,3.0,1,0,6,0,1660.0,858.7826
43.3,7.0,1,0,6,2,1200.0,1115.5193
29.4,5.0,1,0,6,2,1016.0,1006.7024
39.35,6.0,1,0,6,2,1501.0,1171.7103
35.3,3.0,1,0,6,0,2202.0,1076.6628
17.4,3.0,1,0,6,2,1596.0,848.89465
33.8,6.0,1,0,6,2,1741.0,1062.1166
15.9,2.0,1,1,3,2,774.0,904.303
25.5,5.0,1,1,3,0,835.0,914.31366
16.85,2.0,1,1,3,2,503.0,931.05615
19.45,2.0,1,1,3,0,578.0,909.3933
16.9,2.0,1,1,3,3,691.0,959.5226
22.3,4.0,1,1,3,0,985.0,914.3342
21.4,3.0,1,1,3,3,795.0,952.44305
21.4,3.0,1,1,3,0,598.0,919.52765
15.0,3.0,1,0,2,2,448.0,852.2599
23.5,4.0,1,0,2,0,586.0,964.33215
22.0,3.0,1,0,2,2,1188.0,944.76263
32.0,3.0,1,0,2,2,659.0,1016.99
16.25,2.0,1,0,2,0,1435.0,848.8668
24.0,2.0,1,0,2,2,566.0,899.3627
16.75,2.0,1,0,2,2,836.0,819.1474
22.45,3.0,1,0,2,0,1048.0,966.5127
19.95,3.0,1,0,2,0,746.0,921.26544
32.0,3.0,1,0,2,2,766.0,1016.99
18.45,2.0,1,0,2,2,776.0,821.8598
20.95,3.0,1,0,2,2,871.0,939.2664
23.95,4.0,1,0,2,2,676.0,979.0175
33.0,4.0,1,0,2,2,831.0,1017.76636
24.5,4.0,1,0,2,0,721.0,979.5515
16.75,4.0,1,0,2,0,595.0,874.43774
37.5,4.0,1,0,2,2,654.0,1013.33716
36.0,3.0,1,0,2,0,1386.0,1034.7788
20.0,2.0,1,0,2,2,801.0,827.3396
16.5,3.0,1,0,2,2,1138.0,881.4915
16.5,3.0,1,0,2,0,693.0,874.0241
19.95,3.0,1,0,2,0,690.0,921.26544
40.45,6.0,1,0,2,2,670.0,1105.4623
16.5,2.0,1,0,2,1,820.0,1282.5881
18.0,3.0,1,0,2,0,663.0,887.5945
21.4,4.0,1,0,2,1,820.0,1125.7106
21.4,3.0,1,0,2,2,942.0,950.7952
22.0,3.0,1,0,2,2,1405.0,944.76263
50.9,8.0,1,0,2,0,1693.0,1231.4817
16.5,3.0,1,0,2,0,599.0,874.0241
29.95,3.0,1,0,2,0,825.0,990.5667
30.45,3.0,1,0,2,2,473.0,1015.6526
28.95,4.0,1,0,2,2,783.0,972.8938
26.5,3.0,1,0,2,2,791.0,965.32697
30.0,3.0,1,0,2,3,1124.0,979.10065
29.5,4.0,1,0,2,2,913.0,977.13135
16.95,3.0,1,0,2,0,796.0,874.43774
21.4,3.0,1,0,2,2,1285.0,950.7952
31.5,2.0,1,0,2,2,1178.0,974.358
23.5,2.0,1,0,2,0,958.0,892.48267
37.5,5.0,1,0,2,0,1171.0,1037.5096
37.0,3.0,1,0,2,2,1118.0,1004.5915
37.0,2.0,1,0,2,2,1017.0,965.24005
19.95,3.0,1,0,2,0,578.0,921.26544
18.45,3.0,1,0,2,0,601.0,863.66364
16.45,3.0,1,0,2,2,860.0,881.4915
23.07175,4.0,2,0,6,2,616.0,744.51666
17.7475,4.0,2,0,6,2,820.0,813.65515
21.4,3.0,2,0,6,0,859.0,847.97614
21.4,3.0,2,0,6,2,702.0,746.1244
21.4,2.0,2,0,6,2,302.0,725.7199
17.037599999999998,4.0,2,0,6,2,820.0,820.9412
27.6861,5.0,2,0,6,2,820.0,755.344
24.8465,4.0,2,0,6,2,820.0,746.33624
25.5564,4.0,2,0,6,2,820.0,746.33624
18.4574,5.0,2,0,6,0,820.0,820.2539
21.4,3.0,2,0,6,1,2065.0,874.7285
21.4,2.0,2,0,6,2,820.0,725.7199
35.5,3.0,1,0,6,2,820.0,1056.7631
25.0,3.0,1,0,6,3,432.0,939.76965
38.5,3.0,1,0,6,3,1089.0,1058.0509
35.5,3.0,1,0,6,0,856.0,1063.1134
35.5,3.0,1,0,6,2,301.0,1056.7631
21.4,2.0,1,0,6,3,820.0,850.79443
39.0,3.0,1,0,6,0,820.0,1068.278
15.5,2.0,1,0,6,0,820.0,823.0041
21.0,2.0,1,0,6,0,820.0,891.10944
21.4,5.0,1,0,6,0,382.0,1085.6727
42.0,4.0,1,0,6,2,332.0,1072.3898
36.0,5.0,1,0,6,2,820.0,1078.8578
36.0,5.0,1,0,6,0,820.0,1086.5524
33.5,3.0,1,0,6,0,820.0,1035.7346
24.5,3.0,1,0,6,2,453.0,937.48175
24.5,3.0,1,0,6,2,820.0,937.48175
23.0,2.0,1,0,6,2,820.0,867.88275
49.0,4.0,1,0,6,3,820.0,1079.3792
28.0,3.0,1,0,6,0,537.0,993.84894
40.15,4.0,1,0,6,0,352.0,1070.5392
36.5,4.0,1,0,6,0,820.0,1071.7091
21.4,3.0,1,0,6,0,422.0,996.99243
21.4,2.0,1,0,6,2,820.0,838.73975
17.0,3.0,1,0,6,2,678.0,844.0979
32.5,2.0,1,0,6,0,672.0,1026.0367
16.0,3.0,1,0,6,0,820.0,848.147
21.5,2.0,1,0,4,2,820.0,825.7649
21.4,3.0,1,0,4,2,1241.0,896.38055
18.0,3.0,1,0,4,2,637.0,844.9854
29.2,4.0,1,0,4,2,820.0,908.3258
17.4,3.0,1,0,4,2,524.0,839.5158
16.1,4.0,1,0,4,0,344.0,813.05634
18.0,3.0,1,0,4,2,292.0,844.9854
18.0,3.0,1,0,4,3,501.0,852.838
38.0,3.0,1,0,4,0,398.0,926.3084
15.1,3.0,1,0,4,0,555.0,785.3601
22.6,2.0,1,0,4,0,1160.0,841.9304
20.0,2.0,1,0,4,2,820.0,811.44574
27.2,2.0,1,0,4,0,927.0,856.11365
20.5,5.0,1,0,4,2,564.0,895.1486
20.0,2.0,1,0,4,0,795.0,831.4205
15.1,3.0,1,0,4,0,851.0,785.3601
18.5,3.0,1,0,4,0,685.0,853.0665
17.0,3.0,1,0,4,2,786.0,838.3874
20.0,2.0,1,0,4,3,1128.0,827.3725
20.0,2.0,1,0,4,0,493.0,831.4205
27.9,3.0,1,0,4,2,599.0,910.7356
21.4,3.0,1,0,4,2,820.0,896.38055
16.8,2.0,1,0,4,0,495.0,829.33264
16.860125,4.0,3,0,5,2,602.0,825.43207
21.4,3.0,3,0,5,0,416.0,816.0391
21.4,6.0,3,0,5,2,477.0,789.53345
21.4,4.0,3,0,5,0,406.0,816.0391
21.119525,4.0,3,0,5,0,492.0,818.1477
21.4,4.0,3,0,5,2,301.0,743.4976
22.0069,3.0,3,0,5,2,483.0,743.8499
21.4,5.0,3,0,5,0,326.0,851.423
21.4,5.0,3,0,5,0,820.0,851.423
21.4,4.0,3,0,5,2,276.0,743.4976
29.17689,6.0,3,0,5,2,442.0,914.7491
21.4,2.0,3,0,5,0,507.0,784.2488
21.4,4.0,3,0,5,3,820.0,789.1992
21.4,3.0,3,0,5,0,820.0,816.0391
21.4,3.0,3,0,5,0,337.0,816.0391
21.4,4.0,3,0,5,0,820.0,816.0391
21.4,6.0,3,0,5,0,820.0,851.9819
21.4,5.0,3,0,5,2,820.0,788.97455
48.095725,6.0,3,0,5,2,472.0,975.3843
21.4,6.0,3,0,5,0,296.0,851.9819
21.4,2.0,3,0,5,0,301.0,784.2488
21.43898,4.0,3,0,5,3,362.0,789.1992
21.4,2.0,3,0,5,2,306.0,722.5672
21.4,4.0,3,0,5,0,336.0,816.0391
21.4,7.0,3,0,5,2,820.0,883.77136
21.4,3.0,1,1,4,2,418.0,944.71014
21.4,2.0,1,1,4,0,698.0,872.9224
15.7,2.0,1,1,4,2,866.0,907.8793
24.35,6.0,1,1,4,0,759.0,883.81024
16.65,3.0,1,1,4,2,704.0,948.2428
16.65,3.0,1,1,4,2,653.0,948.2428
17.7,2.0,1,1,4,2,820.0,920.2532
49.45,7.0,1,1,4,3,982.0,1074.1793
16.65,3.0,1,1,4,3,709.0,956.64923
21.4,3.0,1,1,4,3,505.0,952.11804
46.8,4.0,1,0,5,2,1117.0,1018.1683
20.5,2.0,1,0,5,0,1699.0,891.9231
35.85,3.0,1,0,5,0,1085.0,983.047
22.15,2.0,1,0,5,0,1284.0,880.40643
21.4,6.0,1,0,5,1,820.0,1227.9084
39.7,4.0,1,0,5,3,1229.0,1024.602
44.8,4.0,1,0,5,2,1795.0,1014.09283
26.5,3.0,1,0,5,0,1009.0,963.143
21.4,5.0,1,0,5,0,1173.0,1039.0658
43.7,3.0,1,0,5,0,1256.0,1008.605
28.1,3.0,1,0,5,0,1057.0,977.48004
28.7,3.0,1,0,5,2,924.0,956.2433
26.7,3.0,1,0,5,2,1003.0,935.4009
21.4,3.0,1,0,5,2,1588.0,960.2454
21.4,6.0,1,0,5,1,820.0,1227.9084
20.9,2.0,1,0,5,3,2636.0,869.27106
29.1,3.0,1,0,5,3,1060.0,955.2692
21.4,3.0,1,0,5,0,1331.0,995.9394
50.75,3.0,1,0,5,0,1166.0,1060.4563
21.4,8.0,1,0,5,0,1750.0,1242.421
26.4,3.0,1,0,5,0,775.0,963.143
38.65,3.0,1,0,5,2,1425.0,1035.1606
21.4,3.0,1,0,5,0,1767.0,995.9394
21.4,7.0,1,0,5,0,1731.0,1243.1188
26.7,3.0,1,0,5,0,1515.0,963.143
42.85,2.0,1,0,5,0,1204.0,1005.5611
21.9,2.0,1,0,5,0,1194.0,880.40643
27.7,3.0,1,0,5,0,1612.0,976.2886
21.4,8.0,1,0,5,0,1442.0,1242.421
32.7,2.0,1,0,5,1,820.0,1243.6456
21.4,8.0,1,0,5,0,1507.0,1242.421
21.4,3.0,1,0,5,0,1979.0,995.9394
17.45,2.0,1,0,5,3,690.0,830.4978
22.15,2.0,1,0,5,0,614.0,880.40643
38.65,4.0,1,0,5,2,1544.0,1035.1606
19.4,2.0,1,0,5,2,360.0,816.90027
21.9,2.0,1,0,5,0,719.0,880.40643
37.05,3.0,1,0,5,2,752.0,958.3226
27.35,3.0,1,0,5,0,820.0,961.6458
52.25,4.0,1,0,5,0,2032.0,1148.4192
21.4,3.0,1,0,5,2,820.0,960.2454
17.5,3.0,1,0,5,2,1094.0,845.8627
21.4,4.0,1,0,5,2,1986.0,960.2454
15.0,3.0,1,0,0,2,925.0,795.83014
21.8,2.0,1,0,0,2,685.0,835.62244
19.2,4.0,1,0,0,3,643.0,857.4166
15.2,4.0,1,0,0,0,678.0,840.3962
15.95,3.0,1,0,0,0,855.0,844.74945
18.9,2.0,1,0,0,3,1500.0,830.58954
15.2,3.0,1,0,0,3,681.0,865.95917
27.75,6.0,1,0,0,3,1175.0,981.0656
24.45,5.0,1,0,0,2,765.0,929.8989
18.7,4.0,1,0,0,2,745.0,852.1456
31.75,7.0,1,0,0,3,786.0,1038.4598
18.6,4.0,1,0,0,0,820.0,876.8917
17.9,4.0,1,0,0,2,787.0,852.1456
50.7,5.0,1,0,0,2,836.0,1155.322
25.0,4.0,1,0,0,2,953.0,919.2566
17.25,4.0,1,0,0,0,947.0,835.92096
21.4,3.0,1,0,0,2,820.0,905.35425
21.4,6.0,1,0,0,3,959.0,959.6746
21.4,7.0,1,0,0,3,1181.0,1027.322
49.6,7.0,1,0,0,0,1131.0,1086.109
18.7,4.0,1,0,0,0,1500.0,870.6239
15.6,3.0,1,0,0,0,1089.0,844.4786
